id,timestamp,class_type,speed,project,project_name,device_alias,device_name,plan_start,plan_end
3055757,2021-03-20T05:02:43+07:00,car,-1.00,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055758,2021-03-20T05:02:44+07:00,car,-1.00,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055759,2021-03-20T05:02:46+07:00,car,52.24,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055760,2021-03-20T05:02:46+07:00,car,-1.00,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055761,2021-03-20T05:02:50+07:00,truck,-1.00,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055762,2021-03-20T05:02:58+07:00,pickup,-1.00,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055763,2021-03-20T05:03:03+07:00,car,-1.00,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055764,2021-03-20T05:03:03+07:00,car,-1.00,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055765,2021-03-20T05:03:04+07:00,pickup,-1.00,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055766,2021-03-20T05:03:07+07:00,car,-1.00,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055767,2021-03-20T05:03:08+07:00,trailer,69.83,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055768,2021-03-20T05:03:13+07:00,car,101.20,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055769,2021-03-20T05:03:18+07:00,truck,83.93,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055770,2021-03-20T05:03:22+07:00,pickup,-1.00,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055771,2021-03-20T05:03:30+07:00,car,68.51,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055772,2021-03-20T05:03:34+07:00,car,-1.00,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055773,2021-03-20T05:03:36+07:00,car,-1.00,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055774,2021-03-20T05:03:38+07:00,car,-1.00,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
3055775,2021-03-20T05:03:38+07:00,pickup,68.48,11,S07,CCTV01,5H05990PAGAA80F,2021-03-16,2021-03-24
