OID_,CS4_Id,CS4_AvgTt,CS4_MedTt,CS4_ratio,CS4_AvgSp,CS4_HvgSp,CS4_MedSp,CS4_SdSp,CS4_Hits,CS4_P5sp,CS4_P10sp,CS4_P15sp,CS4_P20sp,CS4_P25sp,CS4_P30sp,CS4_P35sp,CS4_P40sp,CS4_P45sp,CS4_P50sp,CS4_P55sp,CS4_P60sp,CS4_P65sp,CS4_P70sp,CS4_P75sp,CS4_P80sp,CS4_P85sp,CS4_P90sp,CS4_P95sp
,105.000000000000000,2.230000000000000,1.880000000000000,1.320000000000000,77.519999999999996,66.569999999999993,78.900000000000006,23.379999999999999,17443.000000000000000,37.000000000000000,48.000000000000000,53.000000000000000,58.000000000000000,62.000000000000000,65.000000000000000,69.000000000000000,72.000000000000000,75.000000000000000,79.000000000000000,82.000000000000000,86.000000000000000,89.000000000000000,92.000000000000000,95.000000000000000,98.000000000000000,102.000000000000000,106.000000000000000,112.000000000000000
,106.000000000000000,1.450000000000000,1.220000000000000,1.330000000000000,77.310000000000002,66.230000000000004,78.599999999999994,23.420000000000002,17461.000000000000000,37.000000000000000,47.000000000000000,53.000000000000000,58.000000000000000,62.000000000000000,65.000000000000000,68.000000000000000,72.000000000000000,75.000000000000000,79.000000000000000,82.000000000000000,86.000000000000000,89.000000000000000,92.000000000000000,95.000000000000000,98.000000000000000,102.000000000000000,106.000000000000000,112.000000000000000
,107.000000000000000,1.150000000000000,0.960000000000000,1.300000000000000,77.129999999999995,66.019999999999996,78.500000000000000,23.469999999999999,17467.000000000000000,36.000000000000000,47.000000000000000,53.000000000000000,57.000000000000000,61.000000000000000,65.000000000000000,68.000000000000000,72.000000000000000,75.000000000000000,79.000000000000000,82.000000000000000,86.000000000000000,89.000000000000000,92.000000000000000,95.000000000000000,98.000000000000000,102.000000000000000,106.000000000000000,112.000000000000000
,108.000000000000000,2.240000000000000,1.880000000000000,1.340000000000000,76.579999999999998,65.650000000000006,78.200000000000003,23.640000000000001,17498.000000000000000,35.000000000000000,45.000000000000000,52.000000000000000,56.000000000000000,60.000000000000000,64.000000000000000,68.000000000000000,71.000000000000000,75.000000000000000,78.000000000000000,82.000000000000000,85.000000000000000,88.000000000000000,91.000000000000000,94.000000000000000,98.000000000000000,101.000000000000000,105.000000000000000,111.000000000000000
,109.000000000000000,3.250000000000000,2.730000000000000,1.330000000000000,76.040000000000006,65.420000000000002,77.900000000000006,23.710000000000001,17507.000000000000000,34.000000000000000,45.000000000000000,51.000000000000000,55.000000000000000,59.000000000000000,63.000000000000000,67.000000000000000,71.000000000000000,74.000000000000000,78.000000000000000,82.000000000000000,85.000000000000000,88.000000000000000,91.000000000000000,94.000000000000000,97.000000000000000,101.000000000000000,105.000000000000000,111.000000000000000
,110.000000000000000,6.350000000000000,5.280000000000000,1.330000000000000,75.390000000000001,64.700000000000003,77.799999999999997,24.180000000000000,17471.000000000000000,34.000000000000000,44.000000000000000,48.000000000000000,53.000000000000000,57.000000000000000,61.000000000000000,65.000000000000000,70.000000000000000,74.000000000000000,78.000000000000000,81.000000000000000,85.000000000000000,88.000000000000000,91.000000000000000,94.000000000000000,97.000000000000000,101.000000000000000,105.000000000000000,111.000000000000000
,111.000000000000000,4.240000000000000,3.610000000000000,1.280000000000000,77.909999999999997,68.239999999999995,80.000000000000000,22.500000000000000,17471.000000000000000,37.000000000000000,48.000000000000000,54.000000000000000,59.000000000000000,63.000000000000000,66.000000000000000,70.000000000000000,73.000000000000000,77.000000000000000,80.000000000000000,83.000000000000000,86.000000000000000,89.000000000000000,92.000000000000000,95.000000000000000,98.000000000000000,101.000000000000000,105.000000000000000,111.000000000000000
,112.000000000000000,5.610000000000000,4.520000000000000,1.340000000000000,76.409999999999997,64.040000000000006,79.400000000000006,24.350000000000001,17462.000000000000000,31.000000000000000,43.000000000000000,50.000000000000000,56.000000000000000,61.000000000000000,64.000000000000000,68.000000000000000,72.000000000000000,76.000000000000000,79.000000000000000,83.000000000000000,86.000000000000000,89.000000000000000,92.000000000000000,95.000000000000000,98.000000000000000,101.000000000000000,105.000000000000000,111.000000000000000
,113.000000000000000,7.780000000000000,6.660000000000000,1.290000000000000,77.230000000000004,67.730000000000004,79.200000000000003,22.949999999999999,17394.000000000000000,34.000000000000000,45.000000000000000,53.000000000000000,58.000000000000000,62.000000000000000,66.000000000000000,69.000000000000000,72.000000000000000,76.000000000000000,79.000000000000000,83.000000000000000,86.000000000000000,89.000000000000000,92.000000000000000,95.000000000000000,98.000000000000000,101.000000000000000,105.000000000000000,110.000000000000000
,114.000000000000000,2.570000000000000,2.160000000000000,1.270000000000000,75.689999999999998,65.349999999999994,77.799999999999997,23.370000000000001,17506.000000000000000,34.000000000000000,42.000000000000000,49.000000000000000,55.000000000000000,59.000000000000000,63.000000000000000,66.000000000000000,70.000000000000000,74.000000000000000,78.000000000000000,82.000000000000000,85.000000000000000,88.000000000000000,91.000000000000000,94.000000000000000,97.000000000000000,100.000000000000000,104.000000000000000,109.000000000000000
,115.000000000000000,7.570000000000000,6.570000000000000,1.320000000000000,73.629999999999995,65.120000000000005,75.099999999999994,22.550000000000001,17472.000000000000000,37.000000000000000,42.000000000000000,47.000000000000000,52.000000000000000,56.000000000000000,60.000000000000000,64.000000000000000,67.000000000000000,71.000000000000000,75.000000000000000,79.000000000000000,82.000000000000000,86.000000000000000,89.000000000000000,92.000000000000000,94.000000000000000,98.000000000000000,102.000000000000000,107.000000000000000
,116.000000000000000,14.340000000000000,12.680000000000000,1.350000000000000,69.280000000000001,61.520000000000003,69.599999999999994,21.550000000000001,17421.000000000000000,36.000000000000000,41.000000000000000,45.000000000000000,48.000000000000000,51.000000000000000,54.000000000000000,58.000000000000000,62.000000000000000,66.000000000000000,70.000000000000000,74.000000000000000,77.000000000000000,80.000000000000000,84.000000000000000,87.000000000000000,90.000000000000000,93.000000000000000,97.000000000000000,102.000000000000000
,117.000000000000000,1.760000000000000,1.590000000000000,1.300000000000000,73.140000000000001,66.109999999999999,73.200000000000003,21.039999999999999,17513.000000000000000,41.000000000000000,46.000000000000000,50.000000000000000,53.000000000000000,56.000000000000000,60.000000000000000,63.000000000000000,66.000000000000000,70.000000000000000,73.000000000000000,77.000000000000000,80.000000000000000,83.000000000000000,86.000000000000000,89.000000000000000,93.000000000000000,96.000000000000000,100.000000000000000,106.000000000000000
